EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
5612,34,Male,India,Marketing Manager,Customer Support,0,45.7,Hybrid,5.73,4.94,6.19,6.12,6.9,5.4,50,No,5.42,Yes,5,40K-60K,4.68,15,3.94,0
5613,50,Non-binary,USA,Data Scientist,Finance,1,48.4,Yes,5.21,4.23,4.33,6.38,7.0,5.8,49,No,5.79,Yes,3,100K+,4.38,14,8.92,0
5614,40,Prefer not to say,Australia,Customer Success,HR,0,43.1,Yes,6.07,8.53,6.94,4.45,6.3,4.9,75,Yes,4.29,No,3,40K-60K,3.75,11,4.26,0
5615,28,Male,India,Software Engineer,HR,8,56.1,No,7.26,3.35,9.44,7.33,6.9,5.8,51,No,6.45,No,6,<40K,4.98,19,7.14,0
5616,43,Prefer not to say,Canada,Software Engineer,Engineering,1,33.5,Yes,5.75,7.99,7.7,4.92,5.5,1.8,33,No,7.37,Yes,8,100K+,5.36,10,7.97,0
5617,26,Male,UK,HR Specialist,HR,2,43.3,Hybrid,5.96,4.01,8.68,5.16,8.2,1.9,14,No,6.91,Yes,2,100K+,4.94,12,7.09,0
5618,35,Prefer not to say,USA,Operations Lead,Product,3,38.2,No,5.69,3.65,7.24,6.57,5.8,4.4,32,Yes,5.73,Yes,5,<40K,4.5,13,5.8,0
5619,25,Female,Australia,Operations Lead,Product,1,47.2,No,5.32,6.02,6.34,5.54,7.7,7.6,43,No,8.05,No,4,40K-60K,7.08,24,4.48,0
5620,34,Female,India,Software Engineer,Customer Support,1,41.0,Yes,5.13,7.0,5.36,7.04,6.4,3.6,43,Yes,4.31,No,4,40K-60K,5.77,12,5.11,0
5621,32,Female,UK,Sales Executive,Product,5,41.4,No,5.08,4.97,4.56,4.0,6.8,4.7,47,Yes,5.92,No,4,80K-100K,3.05,19,7.16,0
5622,30,Female,USA,Sales Executive,Product,7,44.2,Yes,4.17,5.94,3.02,5.77,6.2,1.1,83,No,7.86,Yes,1,80K-100K,6.9,14,4.19,0
5623,42,Male,India,Sales Executive,HR,4,44.6,Yes,4.36,8.15,4.32,6.45,7.9,3.8,42,No,3.83,Yes,3,60K-80K,8.1,11,6.86,0
5624,29,Male,UK,Marketing Manager,Operations,1,41.9,No,4.84,7.39,3.51,7.4,7.5,1.6,50,Yes,6.18,Yes,5,100K+,4.09,17,8.25,0
5625,39,Non-binary,USA,Product Manager,Operations,1,41.9,Yes,5.33,6.89,7.61,5.53,7.4,3.0,98,No,7.78,Yes,4,60K-80K,8.34,12,4.56,0
5626,49,Prefer not to say,Australia,Data Scientist,Product,0,47.3,No,6.07,4.48,6.38,6.3,5.4,4.1,69,No,7.85,No,4,80K-100K,5.34,8,6.9,0
5627,39,Female,UK,Customer Success,Sales,2,43.2,No,5.34,4.6,5.64,6.39,7.7,1.7,50,Yes,3.97,Yes,3,<40K,4.71,25,6.84,0
5628,36,Female,India,Product Manager,Marketing,8,53.7,Hybrid,6.31,5.84,8.27,7.33,7.1,4.8,35,No,5.63,No,3,40K-60K,6.23,9,8.59,0
5629,32,Female,USA,HR Specialist,Engineering,2,30.2,No,4.98,4.98,6.29,6.27,5.5,4.6,0,Yes,5.74,No,1,80K-100K,5.56,15,4.25,0
5630,37,Male,USA,Sales Executive,Finance,2,36.0,Yes,4.61,7.0,4.72,6.87,7.9,2.6,0,Yes,7.07,No,4,60K-80K,4.63,22,5.33,0
5631,45,Non-binary,Germany,Marketing Manager,HR,4,41.9,Hybrid,7.15,5.59,10.0,4.55,4.4,5.6,0,Yes,3.73,No,2,40K-60K,4.73,7,5.81,0
5632,28,Non-binary,UK,Software Engineer,Operations,1,48.8,Yes,5.06,5.85,4.02,5.2,5.9,3.4,15,Yes,7.02,Yes,3,40K-60K,5.66,25,5.15,0
5633,41,Female,UK,Data Scientist,Marketing,11,52.6,Yes,5.99,5.54,7.64,5.58,7.3,1.3,90,Yes,6.85,Yes,3,<40K,6.71,23,4.78,0
5634,34,Female,USA,Customer Success,HR,6,41.2,Hybrid,6.01,6.22,7.77,8.22,6.2,4.2,30,Yes,6.94,Yes,2,60K-80K,6.84,18,9.61,0
5635,31,Male,Canada,Product Manager,Finance,1,47.9,Hybrid,6.38,7.81,10.0,6.89,7.3,4.7,59,Yes,9.44,No,3,40K-60K,6.84,16,4.85,0
5636,24,Female,UK,Data Scientist,Engineering,0,51.2,Hybrid,6.15,4.62,7.42,6.48,6.5,3.6,62,No,5.68,No,7,40K-60K,4.67,6,7.12,0
5637,54,Female,Canada,Product Manager,Marketing,5,41.0,Yes,5.22,6.41,6.81,3.24,7.8,4.3,66,Yes,6.71,No,2,60K-80K,4.98,6,5.88,0
5638,30,Male,USA,Customer Success,Finance,0,42.5,Yes,6.07,6.97,7.28,7.43,6.3,4.3,49,Yes,6.64,Yes,7,<40K,4.25,24,6.1,0
5639,46,Male,India,Software Engineer,Product,0,39.2,Yes,4.27,7.1,4.85,6.89,7.5,1.9,50,No,5.44,No,4,<40K,6.86,23,5.8,0
5640,26,Female,Canada,Operations Lead,Customer Support,4,43.1,Hybrid,5.8,5.67,7.24,5.83,7.4,4.2,66,No,6.58,Yes,3,80K-100K,5.91,8,5.04,0
5641,33,Prefer not to say,UK,Customer Success,Finance,3,40.5,No,5.12,8.48,7.02,5.26,8.0,1.6,0,Yes,2.71,No,1,60K-80K,6.99,14,6.31,0
5642,22,Prefer not to say,Germany,Software Engineer,Sales,2,40.2,Hybrid,6.16,3.94,6.8,4.08,7.0,4.7,58,No,7.26,Yes,4,40K-60K,2.69,18,4.93,0
5643,51,Female,USA,Sales Executive,Sales,4,57.3,No,5.83,3.38,4.61,5.75,7.1,5.4,11,No,3.65,No,4,<40K,4.86,24,8.41,0
5644,45,Non-binary,USA,Software Engineer,Operations,0,45.2,Yes,5.26,5.32,5.5,6.55,4.0,4.3,69,No,6.65,No,2,60K-80K,7.05,19,4.65,0
5645,30,Male,UK,Software Engineer,Customer Support,6,37.3,No,5.81,5.88,7.1,4.92,5.6,5.9,48,Yes,3.46,Yes,2,60K-80K,4.56,11,9.12,0
5646,42,Non-binary,USA,HR Specialist,Product,0,45.2,No,5.81,5.31,8.37,4.01,6.7,5.1,41,Yes,8.3,No,4,60K-80K,7.81,10,6.44,0
5647,39,Male,Germany,Customer Success,Customer Support,8,33.7,Hybrid,5.23,5.23,5.44,5.51,6.0,2.8,71,No,5.01,Yes,6,100K+,3.86,8,8.98,0
5648,23,Female,USA,Operations Lead,Customer Support,1,45.1,Yes,5.64,6.27,7.11,4.79,6.3,4.0,68,No,4.93,No,4,80K-100K,7.12,18,6.7,0
5649,42,Non-binary,UK,Operations Lead,Sales,0,36.4,Yes,6.13,7.24,7.61,6.88,5.9,5.7,0,No,9.43,No,3,<40K,2.98,27,6.31,0
5650,44,Male,USA,Sales Executive,Marketing,3,44.6,Hybrid,5.73,6.14,8.67,4.52,6.4,4.7,0,Yes,8.78,Yes,0,100K+,6.35,12,6.33,0
5651,30,Prefer not to say,India,Product Manager,Finance,0,39.3,No,5.77,6.71,7.58,7.95,6.8,1.6,11,No,6.61,No,5,80K-100K,5.38,10,4.88,0
5652,21,Non-binary,Australia,HR Specialist,Product,0,34.1,Yes,5.74,6.93,7.67,4.9,5.3,2.5,83,Yes,4.91,Yes,6,60K-80K,5.5,22,7.52,0
5653,32,Prefer not to say,USA,Product Manager,Engineering,0,40.8,No,5.11,4.48,6.56,5.69,5.0,6.1,32,Yes,7.12,No,2,100K+,7.29,22,8.5,0
5654,27,Female,India,Data Scientist,Finance,3,45.8,Yes,5.28,3.65,5.86,6.79,5.9,2.6,50,Yes,9.98,No,4,40K-60K,8.05,14,6.9,0
5655,42,Female,Germany,Data Scientist,Finance,1,40.0,Hybrid,6.11,4.57,8.47,5.17,6.1,5.3,60,No,5.43,Yes,7,100K+,6.56,9,5.05,0
5656,21,Female,India,Software Engineer,Product,0,45.5,Hybrid,5.65,6.12,6.17,6.5,6.2,4.1,25,No,6.46,Yes,3,80K-100K,4.9,9,10.0,0
5657,28,Female,Australia,Data Scientist,Operations,1,40.8,No,4.86,6.15,6.65,5.15,6.4,6.2,75,No,5.95,No,5,40K-60K,6.86,3,6.59,0
5658,34,Non-binary,Australia,Marketing Manager,Engineering,0,40.1,No,6.28,6.62,9.73,8.63,6.8,2.5,16,Yes,3.46,No,0,<40K,5.81,17,6.54,0
5659,35,Female,Australia,Marketing Manager,Marketing,2,40.9,Hybrid,4.81,6.42,4.21,5.85,6.6,2.5,70,Yes,7.27,No,0,60K-80K,6.37,25,4.95,0
5660,35,Non-binary,Canada,Product Manager,HR,6,60.0,Yes,6.78,8.38,7.67,5.31,5.8,1.8,118,Yes,9.7,Yes,9,60K-80K,5.08,9,6.17,0
5661,37,Male,Germany,Customer Success,Operations,1,49.3,Yes,6.35,8.71,8.54,5.77,7.6,3.6,90,Yes,4.46,Yes,2,80K-100K,5.71,21,7.3,0
5662,36,Prefer not to say,UK,Product Manager,Sales,9,33.0,No,5.04,4.09,5.95,2.63,7.1,3.5,120,No,6.76,No,2,100K+,5.54,14,7.14,0
5663,40,Female,Australia,Customer Success,HR,3,50.3,Yes,4.87,4.73,5.38,5.2,9.0,3.7,0,No,4.59,Yes,1,<40K,5.17,15,7.15,0
5664,36,Non-binary,UK,Data Scientist,Sales,0,40.0,Hybrid,3.45,6.7,1.49,7.74,6.7,4.1,51,No,4.82,Yes,4,<40K,8.04,13,5.04,0
5665,50,Male,USA,HR Specialist,Customer Support,3,45.0,No,4.66,4.41,4.5,6.36,6.1,3.0,42,No,5.87,No,5,60K-80K,8.5,11,3.54,0
5666,25,Non-binary,Australia,Product Manager,Engineering,5,32.9,No,4.02,6.67,5.04,5.2,6.1,5.1,22,No,5.01,No,5,40K-60K,9.14,10,7.73,0
5667,21,Female,Australia,Software Engineer,HR,1,46.9,Hybrid,4.42,5.51,1.32,5.71,7.2,2.8,40,Yes,5.68,No,1,60K-80K,4.83,13,6.77,0
5668,21,Prefer not to say,USA,Data Scientist,Finance,1,37.9,No,5.18,3.93,5.74,6.06,6.8,1.5,57,Yes,9.16,Yes,6,80K-100K,5.94,13,3.74,0
5669,51,Female,Canada,Sales Executive,Operations,0,39.4,Yes,4.7,8.31,5.45,7.34,7.2,5.3,49,Yes,1.0,No,3,80K-100K,7.38,3,6.62,0
5670,33,Non-binary,UK,Customer Success,Customer Support,3,44.1,No,5.84,4.57,8.71,6.32,6.2,0.1,17,Yes,3.84,No,2,80K-100K,6.46,3,3.78,0
5671,27,Male,Germany,Operations Lead,Finance,0,30.0,Yes,3.54,6.71,1.0,6.64,7.7,6.0,54,Yes,6.87,Yes,3,100K+,4.38,14,6.12,0
5672,39,Prefer not to say,Canada,Software Engineer,Engineering,0,30.0,Yes,4.47,5.11,5.99,8.21,8.6,3.1,103,Yes,5.31,No,7,80K-100K,4.49,14,5.84,0
5673,39,Prefer not to say,Canada,Customer Success,Operations,3,50.5,Yes,6.66,5.58,9.71,5.5,8.2,3.7,0,Yes,9.51,No,1,60K-80K,5.17,14,3.28,0
5674,26,Prefer not to say,Germany,Marketing Manager,Operations,4,39.0,No,6.23,7.39,10.0,5.26,6.7,3.3,79,Yes,4.08,Yes,2,60K-80K,6.28,22,7.0,0
5675,25,Non-binary,UK,Sales Executive,Finance,0,44.6,No,5.69,6.32,6.35,6.6,7.0,2.8,17,No,7.28,No,3,100K+,2.68,20,6.31,0
5676,37,Male,India,Customer Success,Operations,2,43.0,Yes,6.83,6.37,9.84,7.65,6.8,3.0,16,No,8.05,No,3,80K-100K,5.42,13,4.76,0
5677,32,Prefer not to say,USA,Sales Executive,HR,15,37.0,Yes,5.72,4.93,5.08,5.87,5.6,2.1,44,No,5.54,No,5,100K+,3.01,15,7.19,0
5678,33,Female,Germany,Customer Success,Finance,1,44.3,Hybrid,5.35,5.29,3.87,7.96,5.9,6.0,52,Yes,3.92,Yes,3,100K+,2.88,13,7.23,0
5679,31,Male,Germany,Software Engineer,Marketing,2,36.2,Yes,5.16,7.17,6.85,4.06,4.7,3.7,51,Yes,6.78,Yes,5,40K-60K,7.97,22,8.83,0
5680,29,Prefer not to say,Germany,Customer Success,Operations,7,43.4,Yes,6.89,5.89,8.59,6.86,6.6,4.0,59,Yes,6.51,No,5,40K-60K,2.21,16,10.0,0
5681,21,Prefer not to say,India,Data Scientist,Finance,7,39.4,No,4.16,5.96,5.01,6.18,8.1,3.7,43,No,8.6,No,2,40K-60K,8.9,12,4.47,0
5682,28,Male,Australia,Operations Lead,Product,0,41.1,Yes,4.87,5.91,4.34,7.84,6.5,3.8,59,No,8.15,Yes,3,100K+,6.72,24,6.31,0
5683,32,Prefer not to say,Canada,Software Engineer,HR,4,47.1,Yes,6.57,7.54,10.0,2.53,5.8,7.6,72,Yes,9.89,No,3,60K-80K,5.85,12,7.79,0
5684,28,Non-binary,Australia,Sales Executive,Sales,3,38.7,No,6.36,4.94,10.0,6.47,8.0,3.4,64,Yes,1.25,No,2,100K+,5.37,6,4.58,0
5685,32,Female,Australia,Sales Executive,Engineering,1,35.8,Yes,4.56,4.2,5.33,6.73,9.0,2.4,52,Yes,8.59,Yes,7,<40K,5.03,15,4.96,0
5686,39,Male,USA,Product Manager,Operations,7,40.6,Yes,6.21,5.25,7.58,5.88,5.8,7.0,15,No,7.37,No,7,100K+,4.01,19,3.84,0
5687,44,Female,UK,Product Manager,Engineering,0,34.6,No,3.65,7.0,2.65,6.97,4.9,6.2,68,Yes,7.29,Yes,4,60K-80K,7.54,16,5.33,0
5688,51,Male,India,Sales Executive,Marketing,0,50.6,Hybrid,5.51,6.17,7.03,5.41,7.0,1.2,50,No,9.59,Yes,2,100K+,8.41,16,5.76,0
5689,31,Female,Germany,Marketing Manager,Engineering,5,40.0,Yes,5.11,6.07,7.2,6.76,7.8,5.4,30,Yes,6.29,No,3,100K+,5.65,9,5.18,0
5690,21,Female,Canada,Software Engineer,Marketing,7,50.0,Yes,4.55,6.81,1.07,6.9,3.9,0.9,120,No,4.46,No,4,<40K,5.09,14,5.46,0
5691,35,Female,UK,Customer Success,Product,7,57.7,Yes,6.71,7.06,7.75,7.91,7.2,3.0,64,Yes,4.29,Yes,8,80K-100K,3.94,10,6.55,0
5692,40,Male,Germany,Data Scientist,Sales,5,40.4,Yes,6.2,6.68,8.21,5.84,7.1,2.5,4,Yes,5.97,Yes,3,40K-60K,3.58,5,3.44,0
5693,29,Non-binary,Australia,Sales Executive,Customer Support,0,46.3,Yes,5.45,5.83,5.21,6.16,4.5,4.2,18,Yes,8.15,Yes,4,<40K,4.68,15,6.32,0
5694,30,Female,UK,HR Specialist,HR,0,45.0,Hybrid,6.29,6.87,9.56,6.2,7.6,0.4,29,Yes,2.22,No,7,80K-100K,6.52,8,4.97,0
5695,38,Male,Germany,Data Scientist,Marketing,6,57.7,Hybrid,6.44,7.07,4.79,3.92,6.8,4.9,72,Yes,2.25,Yes,5,80K-100K,1.02,4,6.23,0
5696,24,Non-binary,Canada,Sales Executive,Product,1,45.7,No,5.9,5.15,6.43,9.14,5.4,4.2,25,Yes,6.26,Yes,0,80K-100K,5.74,12,6.98,0
5697,56,Non-binary,Canada,Sales Executive,Customer Support,1,46.3,Yes,6.65,8.24,7.53,6.08,4.1,4.6,65,No,5.28,No,0,60K-80K,4.59,10,6.81,0
5698,39,Prefer not to say,USA,Product Manager,Sales,6,44.9,Yes,6.09,6.26,8.82,6.24,5.1,2.1,38,No,7.01,Yes,4,40K-60K,6.22,13,7.02,0
5699,49,Prefer not to say,Germany,Marketing Manager,Sales,1,49.6,Hybrid,5.69,8.0,6.98,6.83,6.7,2.7,51,Yes,8.58,Yes,3,40K-60K,6.65,15,7.56,0
5700,39,Female,Germany,Customer Success,Engineering,2,50.7,Yes,5.88,5.95,7.51,4.15,5.1,4.1,50,Yes,5.14,No,6,100K+,6.57,15,7.54,0
5701,30,Female,USA,Operations Lead,Marketing,0,45.2,Hybrid,4.89,6.25,5.99,6.24,5.9,4.1,68,Yes,5.12,No,4,80K-100K,7.78,11,7.44,0
5702,29,Female,Canada,Product Manager,Product,6,53.4,Yes,5.92,5.3,6.67,5.08,6.6,3.6,73,Yes,6.18,Yes,6,80K-100K,6.14,9,6.13,0
5703,33,Non-binary,Australia,Customer Success,Product,6,44.8,No,6.28,6.22,7.66,5.81,7.9,0.7,44,Yes,3.85,Yes,6,80K-100K,2.64,3,4.29,0
5704,33,Non-binary,UK,Data Scientist,Operations,2,43.8,Hybrid,3.62,7.94,2.3,6.13,6.7,5.4,49,Yes,1.71,No,2,40K-60K,8.56,3,3.59,0
5705,35,Prefer not to say,USA,Operations Lead,Finance,0,39.9,No,5.95,5.03,7.99,8.28,7.3,3.3,32,Yes,8.21,No,3,100K+,4.75,16,6.92,0
5706,48,Prefer not to say,Germany,HR Specialist,Product,0,48.2,Hybrid,7.31,4.59,8.59,5.35,5.2,3.1,58,Yes,6.49,Yes,4,100K+,1.84,17,6.51,0
5707,40,Prefer not to say,Australia,Sales Executive,Sales,0,52.9,Yes,6.58,4.39,7.57,9.01,7.2,2.8,24,No,7.06,No,5,40K-60K,5.47,9,10.0,0
5708,45,Prefer not to say,Australia,Customer Success,Sales,1,43.6,No,6.74,4.7,7.04,6.43,4.9,2.3,83,No,3.71,No,6,<40K,2.39,24,6.31,0
5709,22,Non-binary,India,HR Specialist,Engineering,1,41.4,Hybrid,5.16,6.59,6.27,5.67,7.0,4.4,23,Yes,7.23,No,5,<40K,6.12,10,5.9,0
5710,45,Prefer not to say,Canada,Product Manager,Marketing,2,33.9,No,6.48,4.52,8.16,7.23,6.3,4.9,64,Yes,7.37,Yes,7,80K-100K,2.95,20,2.28,0
5711,36,Female,India,Software Engineer,Operations,23,45.7,Yes,6.41,3.74,7.66,6.06,6.3,4.1,57,No,5.42,No,5,40K-60K,4.84,22,5.84,0
5712,33,Male,India,Operations Lead,Engineering,2,38.0,Yes,5.83,5.4,8.33,5.68,7.2,4.6,46,No,6.92,No,2,80K-100K,5.09,19,7.05,0
5713,47,Prefer not to say,Canada,Product Manager,Engineering,5,47.8,No,6.28,5.73,7.04,5.6,4.9,5.7,40,Yes,7.87,Yes,7,80K-100K,4.37,14,5.85,0
5714,32,Non-binary,UK,Sales Executive,Sales,4,49.0,Hybrid,5.83,3.02,7.47,6.89,5.6,3.9,74,No,2.28,No,6,80K-100K,8.44,22,5.44,0
5715,38,Non-binary,Germany,HR Specialist,HR,12,59.2,No,6.93,6.69,9.74,5.43,6.7,4.3,30,Yes,4.6,No,1,60K-80K,7.01,10,7.91,0
5716,35,Prefer not to say,India,Sales Executive,Finance,2,40.6,Yes,5.43,5.35,6.8,5.55,5.7,4.1,29,No,6.75,No,3,40K-60K,5.95,16,7.57,0
5717,40,Male,India,HR Specialist,Product,3,51.5,Yes,4.36,5.25,5.42,5.73,8.4,4.0,63,Yes,6.94,Yes,4,40K-60K,10.0,5,5.97,0
5718,21,Prefer not to say,UK,Data Scientist,Product,6,33.8,Hybrid,4.86,7.96,7.31,4.76,7.5,4.1,48,No,7.31,Yes,5,40K-60K,6.62,17,5.26,0
5719,49,Prefer not to say,India,Customer Success,Engineering,2,46.3,No,5.96,6.32,6.08,6.61,6.2,4.6,58,No,9.28,Yes,6,<40K,3.08,14,5.18,0
5720,30,Male,USA,Operations Lead,Customer Support,16,42.5,Hybrid,5.58,4.53,4.93,6.68,6.5,5.8,75,No,8.86,No,4,100K+,3.05,22,9.3,0
5721,30,Non-binary,Germany,Sales Executive,Product,2,44.3,Hybrid,4.26,4.53,2.49,5.75,5.4,3.0,105,No,3.73,Yes,3,40K-60K,6.21,14,6.88,0
5722,35,Prefer not to say,Canada,Marketing Manager,Marketing,4,42.2,Hybrid,5.04,9.49,6.71,6.34,6.9,3.0,20,No,3.22,No,4,40K-60K,8.12,10,4.48,0
5723,29,Non-binary,India,Operations Lead,Sales,0,41.5,Yes,7.01,5.23,9.8,8.06,7.3,1.6,68,Yes,7.51,No,4,40K-60K,2.96,8,6.91,0
5724,21,Male,Germany,Data Scientist,Engineering,1,46.5,No,4.83,2.69,5.45,6.18,8.0,2.7,25,No,5.58,Yes,0,60K-80K,6.61,15,6.63,0
5725,42,Female,USA,Marketing Manager,HR,0,44.3,Yes,5.72,3.4,4.58,8.46,6.4,3.5,5,No,6.45,Yes,2,<40K,3.51,17,6.19,0
5726,40,Non-binary,Australia,Operations Lead,HR,0,59.5,No,6.92,4.35,7.15,6.19,5.2,2.3,28,Yes,7.83,Yes,3,40K-60K,3.05,16,5.24,0
5727,36,Male,UK,Customer Success,Operations,4,50.2,Hybrid,4.28,5.5,2.31,5.83,6.5,4.0,47,No,4.9,No,4,80K-100K,7.58,16,6.77,0
5728,46,Prefer not to say,India,Operations Lead,HR,1,32.5,Yes,4.84,6.75,4.38,7.77,6.6,3.7,8,No,3.67,No,1,40K-60K,4.96,8,4.22,0
5729,38,Prefer not to say,UK,Operations Lead,Product,1,37.0,No,5.64,6.29,6.96,7.48,5.8,4.0,58,Yes,9.07,No,5,100K+,3.97,7,6.91,0
5730,45,Female,Germany,Sales Executive,Engineering,1,42.2,Yes,4.82,6.74,5.18,5.43,8.4,5.0,39,Yes,4.33,No,1,40K-60K,6.6,15,7.91,0
5731,31,Female,India,Customer Success,Finance,4,30.1,Hybrid,4.97,6.28,6.32,5.43,7.3,3.7,19,No,4.06,No,2,<40K,5.0,9,5.12,0
5732,44,Non-binary,Canada,Sales Executive,HR,2,53.6,Hybrid,5.84,3.35,5.97,3.18,5.5,4.9,57,No,6.7,No,2,80K-100K,6.26,16,9.12,0
5733,32,Male,UK,HR Specialist,Marketing,3,43.4,Hybrid,5.65,7.84,7.48,4.8,7.9,4.2,54,No,7.23,No,3,80K-100K,6.46,8,6.01,0
5734,21,Female,India,Data Scientist,Engineering,4,52.7,Yes,6.28,5.73,5.23,5.12,5.9,3.4,56,Yes,7.46,Yes,3,80K-100K,2.49,6,6.3,0
5735,37,Male,Australia,HR Specialist,Finance,6,50.0,Hybrid,6.65,7.17,7.92,5.72,4.1,6.1,44,No,4.75,Yes,7,80K-100K,5.84,14,5.45,0
5736,30,Female,India,Customer Success,Engineering,2,42.8,Hybrid,3.84,5.9,1.76,6.82,6.2,2.7,79,Yes,9.08,No,9,100K+,6.34,16,6.47,0
5737,30,Non-binary,Germany,Operations Lead,HR,2,46.4,Yes,6.31,7.76,9.09,6.44,6.5,4.1,1,No,7.19,Yes,3,40K-60K,6.67,19,3.98,0
5738,38,Prefer not to say,Australia,Marketing Manager,Product,0,53.9,Yes,6.13,6.8,7.81,3.98,7.0,4.7,73,No,6.47,Yes,4,80K-100K,6.59,12,7.01,0
5739,34,Prefer not to say,India,Operations Lead,Marketing,3,40.7,No,4.56,5.06,3.7,4.29,6.6,4.5,62,No,6.45,No,6,100K+,4.87,20,8.18,0
5740,34,Non-binary,Canada,HR Specialist,Engineering,3,34.4,Yes,3.77,7.53,2.99,6.06,6.1,2.6,56,Yes,3.49,No,6,60K-80K,7.99,10,5.28,0
5741,43,Male,Germany,Product Manager,Product,1,38.2,Hybrid,4.4,5.2,3.85,5.48,5.0,5.2,10,No,6.87,Yes,7,100K+,7.15,3,7.53,0
5742,22,Female,Germany,Sales Executive,Engineering,16,55.1,No,4.85,7.81,4.52,6.35,7.2,3.6,22,No,7.86,No,0,60K-80K,7.96,10,4.59,0
5743,30,Prefer not to say,Australia,HR Specialist,Operations,0,30.4,No,4.05,6.42,4.18,6.07,7.7,3.6,35,No,2.9,No,7,100K+,6.48,7,6.28,0
5744,40,Prefer not to say,India,HR Specialist,HR,2,48.4,Hybrid,5.56,7.67,7.4,5.4,6.2,3.3,50,Yes,1.28,Yes,2,60K-80K,7.47,12,8.28,0
5745,36,Non-binary,Germany,Software Engineer,Engineering,2,53.9,No,5.99,3.26,7.57,6.79,8.6,5.7,54,Yes,3.2,Yes,5,80K-100K,5.82,27,8.09,0
5746,43,Female,UK,Sales Executive,HR,3,43.4,No,4.52,6.27,2.52,8.08,7.2,3.8,53,No,3.75,Yes,5,40K-60K,4.71,10,6.76,0
5747,38,Female,USA,Data Scientist,Marketing,4,44.7,No,4.62,9.37,4.42,6.16,6.1,2.0,20,Yes,5.37,No,4,40K-60K,7.55,14,4.98,0
5748,30,Male,Canada,HR Specialist,Engineering,4,52.2,No,4.69,6.35,2.69,6.25,7.9,5.0,29,Yes,4.96,Yes,4,100K+,4.84,19,3.49,0
5749,41,Male,UK,Software Engineer,HR,2,38.8,Hybrid,5.23,3.54,4.82,6.2,7.2,3.6,43,Yes,2.36,Yes,2,<40K,2.79,10,5.86,0
5750,45,Male,Australia,Software Engineer,Customer Support,6,34.0,No,5.55,6.3,7.08,6.91,6.1,5.4,120,No,4.21,Yes,5,<40K,6.22,9,6.79,0
5751,42,Non-binary,Australia,Marketing Manager,Product,0,46.9,Hybrid,5.94,6.3,4.71,6.06,4.2,5.7,26,No,9.87,Yes,2,100K+,4.36,8,6.73,0
5752,31,Female,Germany,Software Engineer,Product,3,49.4,Yes,4.02,7.5,1.73,6.8,6.9,3.4,39,Yes,4.98,Yes,1,80K-100K,7.39,17,3.6,0
5753,23,Non-binary,India,Marketing Manager,Operations,0,53.8,Hybrid,6.21,5.36,4.8,5.24,5.8,4.6,58,No,7.31,Yes,5,60K-80K,2.82,12,2.97,0
5754,39,Non-binary,Canada,Customer Success,Customer Support,6,34.9,No,5.18,6.47,6.2,5.3,6.3,4.2,40,Yes,5.95,Yes,3,60K-80K,6.44,17,3.21,0
5755,39,Female,USA,Marketing Manager,Customer Support,6,42.1,Yes,5.14,6.92,5.88,7.88,6.1,2.8,58,Yes,6.42,Yes,3,40K-60K,6.14,12,6.55,0
5756,33,Non-binary,Germany,Customer Success,Operations,5,44.0,Yes,5.6,5.58,7.1,5.71,5.8,6.6,52,Yes,6.05,No,2,<40K,6.93,15,6.06,0
5757,38,Prefer not to say,USA,Operations Lead,Operations,0,46.1,Hybrid,5.85,3.59,6.61,6.1,7.1,4.5,15,Yes,6.7,No,1,40K-60K,5.29,7,8.29,0
5758,44,Non-binary,USA,Data Scientist,Product,20,35.1,Yes,4.75,7.05,6.81,6.27,7.2,4.0,21,No,8.18,No,0,40K-60K,6.72,13,7.16,0
5759,32,Non-binary,UK,Data Scientist,Customer Support,0,43.8,Yes,6.02,7.03,6.88,7.73,5.9,2.3,55,Yes,5.42,No,4,100K+,4.85,27,6.03,0
5760,21,Female,USA,HR Specialist,Engineering,0,38.0,No,4.72,6.27,3.0,7.05,7.2,4.3,6,Yes,7.46,No,6,80K-100K,2.4,20,6.94,0
5761,33,Non-binary,Australia,Marketing Manager,Operations,3,36.7,Hybrid,4.86,7.74,6.41,5.76,6.9,2.6,24,Yes,7.05,No,3,60K-80K,6.73,15,5.17,0
5762,33,Male,India,Operations Lead,Operations,4,44.9,Yes,5.23,4.91,5.26,5.34,6.8,4.6,26,Yes,6.77,No,1,40K-60K,6.04,8,6.0,0
5763,21,Male,UK,Software Engineer,HR,1,41.6,Hybrid,5.31,6.63,5.6,5.72,4.7,3.0,64,Yes,3.01,Yes,2,80K-100K,7.35,9,6.13,0
5764,36,Male,USA,Software Engineer,Finance,1,44.3,Hybrid,4.95,7.61,4.96,5.62,6.0,1.8,53,Yes,7.5,Yes,5,40K-60K,6.88,20,7.07,0
5765,40,Non-binary,USA,Customer Success,Marketing,2,49.9,Yes,6.88,7.46,6.26,7.51,5.3,2.4,74,No,6.35,No,0,100K+,1.62,24,4.14,0
